source_id,provider,document_or_announcement_id,document_title,publication_date,effective_date,coverage_year,coverage_period,ticker_or_share_code,company_name,event_type,index_code,scheduled_or_extraordinary,source_url_or_stable_id,access_date_utc,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,identity_status,provenance_status,notes
EV-014,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,SAFGY,SAF GMYO,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-015,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,EGSER,EGE SERAMİK,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-016,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,TSPOR,TRABZONSPOR SPORTİF,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-017,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,NUGYO,NUROL GMYO,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-018,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,ASLAN,ASLAN ÇİMENTO,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-019,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,BRYAT,BORUSAN YAT. PAZ.,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-020,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,LOGO,LOGO YAZILIM,ADD,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-021,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,TTRAK,TÜRK TRAKTÖR,REMOVE,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-022,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,KORDS,KORDSA GLOBAL,OTHER_MEMBERSHIP_RELEVANT,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-023,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,FENER,FENERBAHÇE FUTBOL,OTHER_MEMBERSHIP_RELEVANT,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-024,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,TMSN,TÜMOSAN MOTOR VE TRAKTÖR,OTHER_MEMBERSHIP_RELEVANT,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-025,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,BJKAS,BEŞİKTAŞ FUTBOL YAT.,OTHER_MEMBERSHIP_RELEVANT,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-026,Borsa Istanbul,11596,2016 yılı ikinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-03-22,2016-04-01,2016,2016Q2,TRKCM,TRAKYA CAM,OTHER_MEMBERSHIP_RELEVANT,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11596/2016-yili-ikinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11596_2016-03-22.html,615b830dc564d21e4484f368254db24827d8359277410e07ad678bfd13b2c486,78826,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11596_2016-03-22.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-027,Borsa Istanbul,11564,2016 yılı üçüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-06-17,2016-07-01,2016,2016Q3,NA,NA,REVIEW_SCHEDULE,XU030;XU050;XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11564/2016-yili-ucuncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11564_2016-06-17.html,20bcdea09186fea9696cfca31ecbb73d1be47f73caff32717f2bc2377da82129,78234,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11564_2016-06-17.html,NA,ACQUIRED,"Periodic review announcement. The document states the index period explicitly as 2016-07-01 to 2016-09-30; effective_date is that stated period start, not the publication date. Additions and removals are equal in number in every transcribed table, consistent with rulebook art. 6(c)/(d)."
EV-028,Borsa Istanbul,11564,2016 yılı üçüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-06-17,2016-07-01,2016,2016Q3,TSPOR,TRABZONSPOR SPORTİF,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11564/2016-yili-ucuncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11564_2016-06-17.html,20bcdea09186fea9696cfca31ecbb73d1be47f73caff32717f2bc2377da82129,78234,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11564_2016-06-17.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-029,Borsa Istanbul,11564,2016 yılı üçüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-06-17,2016-07-01,2016,2016Q3,TRCAS,TURCAS PETROL,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11564/2016-yili-ucuncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11564_2016-06-17.html,20bcdea09186fea9696cfca31ecbb73d1be47f73caff32717f2bc2377da82129,78234,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11564_2016-06-17.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-030,Borsa Istanbul,11564,2016 yılı üçüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-06-17,2016-07-01,2016,2016Q3,NUGYO,NUROL GMYO,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11564/2016-yili-ucuncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11564_2016-06-17.html,20bcdea09186fea9696cfca31ecbb73d1be47f73caff32717f2bc2377da82129,78234,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11564_2016-06-17.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-031,Borsa Istanbul,11564,2016 yılı üçüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2016-06-17,2016-07-01,2016,2016Q3,IHLAS,İHLAS HOLDİNG,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11564/2016-yili-ucuncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11564_2016-06-17.html,20bcdea09186fea9696cfca31ecbb73d1be47f73caff32717f2bc2377da82129,78234,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11564_2016-06-17.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
