source_id,provider,kap_disclosure_id,document_title,company_name,ticker_or_share_code,coverage_year,search_period_start,search_period_end,publication_date,publication_time,event_date,event_type,rulebook_version,rulebook_article,rulebook_trigger_class,membership_consequence,effective_date_rule,derived_effective_date,reserve_implication,identity_status,source_url_or_stable_id,access_date_utc,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,search_status,provenance_status,notes
KT-011,Borsa Istanbul,NA,Duyuru 2020/60 - BIST Pay Endeksleri Temel Kurallari guncellendi (18.09.2020),NA,NA,NA,NA,NA,2020-09-18,NA,NA,OTHER_RULE_TRIGGER,2020/60 circular,NA,PERIOD_CORRECT_RULE_AUTHORITY,NA,NA,NA,NA,NA,https://www.borsaistanbul.com/files/18-09-2020-tarihli-60-nolu-duyuru.pdf,2026-08-24T11:20:00Z,bist_duyuru_2020-60_2020-09-18.pdf,9fb2c54a32c01acba554f2676f600b99a546250d6196b66cdb48ca4dd2ee3beb,1336661,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/raw/bist_duyuru_2020-60_2020-09-18.pdf,TRIGGER_EVENT_FOUND,ACQUIRED,"Splits the rule set into BIST Piyasa Degeri Agirlikli Pay Endeksleri Temel Kurallari and a non-market-cap-weighted set. The 20.01.2020 version announced by node 12574 is NOT retrievable: that node links the UNVERSIONED path /files/bist-pay-endeksleri-temel-kurallari.pdf, which today serves the Aralik 2018 text (sha256 ff45622c00c6c4e5b41ad0666f8c03231155ea7d32d34294a9d51d7b2c41d11b), not the January 2020 text. Recorded as a period-correctness gap, not filled by substitution."
KT-012,Borsa Istanbul,NA,Rule-set change announcement node 12514,NA,NA,NA,NA,NA,2018-06-08,NA,NA,OTHER_RULE_TRIGGER,NA,NA,PERIOD_CORRECT_RULE_AUTHORITY,NA,NA,NA,NA,NA,https://www.borsaistanbul.com/duyuru/12514/,2026-08-24T11:20:00Z,bist_duyuru_12514_ruleset.html,3760abe83ec87e67ee4c2467c05a8cc38156e17f9a3f0ca95a25d6c8f128c7ca,72083,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/raw/bist_duyuru_12514_ruleset.html,TRIGGER_EVENT_FOUND,ACQUIRED,Rule-set announcement that carries the versioned PDF link used to establish the period-correct rulebook for this window.
KT-013,Borsa Istanbul,NA,Rule-set change announcement node 12485,NA,NA,NA,NA,NA,2018-07-05,NA,NA,OTHER_RULE_TRIGGER,NA,NA,PERIOD_CORRECT_RULE_AUTHORITY,NA,NA,NA,NA,NA,https://www.borsaistanbul.com/duyuru/12485/,2026-08-24T11:20:00Z,bist_duyuru_12485_ruleset.html,d81364663f035eb6b766f3dc0d7b88290dfc6342461993f571c55d1f82f2eecf,72119,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/raw/bist_duyuru_12485_ruleset.html,TRIGGER_EVENT_FOUND,ACQUIRED,Rule-set announcement that carries the versioned PDF link used to establish the period-correct rulebook for this window.
KT-014,Borsa Istanbul,NA,Rule-set change announcement node 12289,NA,NA,NA,NA,NA,2018-12-10,NA,NA,OTHER_RULE_TRIGGER,NA,NA,PERIOD_CORRECT_RULE_AUTHORITY,NA,NA,NA,NA,NA,https://www.borsaistanbul.com/duyuru/12289/,2026-08-24T11:20:00Z,bist_duyuru_12289_ruleset.html,9402bc50ec111965d1ae54a18edc03c7163953d49f0047a2ee84abd0390b489a,74353,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/raw/bist_duyuru_12289_ruleset.html,TRIGGER_EVENT_FOUND,ACQUIRED,Rule-set announcement that carries the versioned PDF link used to establish the period-correct rulebook for this window.
KT-015,Borsa Istanbul,NA,Rule-set change announcement node 12553,NA,NA,NA,NA,NA,2020-04-06,NA,NA,OTHER_RULE_TRIGGER,NA,NA,PERIOD_CORRECT_RULE_AUTHORITY,NA,NA,NA,NA,NA,https://www.borsaistanbul.com/duyuru/12553/,2026-08-24T11:20:00Z,bist_duyuru_12553_ruleset.html,dafdf8689ba819858af10372e6da051670c21bc2aa50c6cb00469771ce328383,76927,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/raw/bist_duyuru_12553_ruleset.html,TRIGGER_EVENT_FOUND,ACQUIRED,Rule-set announcement that carries the versioned PDF link used to establish the period-correct rulebook for this window.
KT-016,Borsa Istanbul,NA,Rule-set change announcement node 11703,NA,NA,NA,NA,NA,2015-11-27,NA,NA,OTHER_RULE_TRIGGER,NA,NA,PERIOD_CORRECT_RULE_AUTHORITY,NA,NA,NA,NA,NA,https://www.borsaistanbul.com/duyuru/11703/,2026-08-24T11:20:00Z,bist_duyuru_11703_ruleset.html,bda6e61dec9a768d794ae41b2948529562e33fbbf8a74b39ef7875d411eda659,74710,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/raw/bist_duyuru_11703_ruleset.html,TRIGGER_EVENT_FOUND,ACQUIRED,Rule-set announcement that carries the versioned PDF link used to establish the period-correct rulebook for this window.
KT-017,KAP / Borsa Istanbul A.S.,612485,Endeks Sirketlerinde Degisiklik,MAVI GIYIM,MAVI,2017,2017-01-01,2017-12-31,2017-06-14,18:35:25,21/06/2017,OTHER_RULE_TRIGGER,Kasim 2015,"5.6.b, 7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU100,Art. 7.6 IPO fast entry - effective on the 5th trading day; the disclosure prints the date,2017-06-21,"NOT_A_RESERVE_SUBSTITUTION - art. 7.6 replaces the smallest free-float market-cap constituent, not a reserve",DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/612485,2026-08-24T11:20:00Z,kap_bildirim_612485_2017-06-14.json,0e558eaef7cba700decc975071ba78e3f8f48423446fc882815a6e01bc641da0,46638,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_612485_2017-06-14.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Mavi Giyim began trading on Yildiz Pazar on 15.06.2017. Borsa Istanbul cites arts. 5.6.b, 7.5 and 7.6 verbatim. Benchmark-index rows take effect 21/06/2017; the market/sector rows in the same table take effect 15/06/2017. Both dates are printed by the source; neither was derived."
KT-018,KAP / Borsa Istanbul A.S.,612485,Endeks Sirketlerinde Degisiklik,MAVI GIYIM,MAVI,2017,2017-01-01,2017-12-31,2017-06-14,18:35:25,21/06/2017,OTHER_RULE_TRIGGER,Kasim 2015,"5.6.b, 7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU050,Art. 7.6 IPO fast entry - effective on the 5th trading day; the disclosure prints the date,2017-06-21,"NOT_A_RESERVE_SUBSTITUTION - art. 7.6 replaces the smallest free-float market-cap constituent, not a reserve",DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/612485,2026-08-24T11:20:00Z,kap_bildirim_612485_2017-06-14.json,0e558eaef7cba700decc975071ba78e3f8f48423446fc882815a6e01bc641da0,46638,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_612485_2017-06-14.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Mavi Giyim began trading on Yildiz Pazar on 15.06.2017. Borsa Istanbul cites arts. 5.6.b, 7.5 and 7.6 verbatim. Benchmark-index rows take effect 21/06/2017; the market/sector rows in the same table take effect 15/06/2017. Both dates are printed by the source; neither was derived."
KT-019,KAP / Borsa Istanbul A.S.,612485,Endeks Sirketlerinde Degisiklik,MAVI GIYIM,MAVI,2017,2017-01-01,2017-12-31,2017-06-14,18:35:25,21/06/2017,OTHER_RULE_TRIGGER,Kasim 2015,"5.6.b, 7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU030,Art. 7.6 IPO fast entry - effective on the 5th trading day; the disclosure prints the date,2017-06-21,"NOT_A_RESERVE_SUBSTITUTION - art. 7.6 replaces the smallest free-float market-cap constituent, not a reserve",DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/612485,2026-08-24T11:20:00Z,kap_bildirim_612485_2017-06-14.json,0e558eaef7cba700decc975071ba78e3f8f48423446fc882815a6e01bc641da0,46638,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_612485_2017-06-14.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Mavi Giyim began trading on Yildiz Pazar on 15.06.2017. Borsa Istanbul cites arts. 5.6.b, 7.5 and 7.6 verbatim. Benchmark-index rows take effect 21/06/2017; the market/sector rows in the same table take effect 15/06/2017. Both dates are printed by the source; neither was derived."
KT-020,KAP / Borsa Istanbul A.S.,612485,Endeks Sirketlerinde Degisiklik,AYEN ENERJI,AYEN,2017,2017-01-01,2017-12-31,2017-06-14,18:35:25,21/06/2017,OTHER_RULE_TRIGGER,Kasim 2015,"5.6.b, 7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU100,Art. 7.6 IPO fast entry - effective on the 5th trading day; the disclosure prints the date,2017-06-21,"NOT_A_RESERVE_SUBSTITUTION - art. 7.6 replaces the smallest free-float market-cap constituent, not a reserve",DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/612485,2026-08-24T11:20:00Z,kap_bildirim_612485_2017-06-14.json,0e558eaef7cba700decc975071ba78e3f8f48423446fc882815a6e01bc641da0,46638,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_612485_2017-06-14.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Mavi Giyim began trading on Yildiz Pazar on 15.06.2017. Borsa Istanbul cites arts. 5.6.b, 7.5 and 7.6 verbatim. Benchmark-index rows take effect 21/06/2017; the market/sector rows in the same table take effect 15/06/2017. Both dates are printed by the source; neither was derived."
KT-021,KAP / Borsa Istanbul A.S.,612485,Endeks Sirketlerinde Degisiklik,GOOD-YEAR,GOODY,2017,2017-01-01,2017-12-31,2017-06-14,18:35:25,21/06/2017,OTHER_RULE_TRIGGER,Kasim 2015,"5.6.b, 7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU050,Art. 7.6 IPO fast entry - effective on the 5th trading day; the disclosure prints the date,2017-06-21,"NOT_A_RESERVE_SUBSTITUTION - art. 7.6 replaces the smallest free-float market-cap constituent, not a reserve",DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/612485,2026-08-24T11:20:00Z,kap_bildirim_612485_2017-06-14.json,0e558eaef7cba700decc975071ba78e3f8f48423446fc882815a6e01bc641da0,46638,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_612485_2017-06-14.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Mavi Giyim began trading on Yildiz Pazar on 15.06.2017. Borsa Istanbul cites arts. 5.6.b, 7.5 and 7.6 verbatim. Benchmark-index rows take effect 21/06/2017; the market/sector rows in the same table take effect 15/06/2017. Both dates are printed by the source; neither was derived."
KT-022,KAP / Borsa Istanbul A.S.,612485,Endeks Sirketlerinde Degisiklik,DOGAN HOLDING,DOHOL,2017,2017-01-01,2017-12-31,2017-06-14,18:35:25,21/06/2017,OTHER_RULE_TRIGGER,Kasim 2015,"5.6.b, 7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU030,Art. 7.6 IPO fast entry - effective on the 5th trading day; the disclosure prints the date,2017-06-21,"NOT_A_RESERVE_SUBSTITUTION - art. 7.6 replaces the smallest free-float market-cap constituent, not a reserve",DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/612485,2026-08-24T11:20:00Z,kap_bildirim_612485_2017-06-14.json,0e558eaef7cba700decc975071ba78e3f8f48423446fc882815a6e01bc641da0,46638,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_612485_2017-06-14.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Mavi Giyim began trading on Yildiz Pazar on 15.06.2017. Borsa Istanbul cites arts. 5.6.b, 7.5 and 7.6 verbatim. Benchmark-index rows take effect 21/06/2017; the market/sector rows in the same table take effect 15/06/2017. Both dates are printed by the source; neither was derived."
KT-023,KAP / Borsa Istanbul A.S.,636019,Endeks Sirketlerinde Degisiklik,NET TURIZM,NTTUR,2017,2017-01-01,2017-12-31,2017-10-19,18:05:38,20/10/2017,MERGER_SUCCESSION,Kasim 2015,NOT CITED BY THE SOURCE - merger/transfer article,MERGER_SUCCESSION,REMOVED FROM XU100,Day on which share-exchange distribution begins; the disclosure prints the date,2017-10-20,RESERVE CONSUMED AND NAMED BY THE SOURCE - HURGZ was reserve rank 1 for XU100 in the 2017Q4 review (node 11473),SUCCESSION_RULE_CONFIRMED for the removal; DISTINCT_SECURITY for the replacement,https://www.kap.org.tr/tr/Bildirim/636019,2026-08-24T11:20:00Z,kap_bildirim_636019_2017-10-19.json,6d87587b21453022c37fc179603b72a2a8c278d58efe7053437ec6f655759b37,40123,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_636019_2017-10-19.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Net Holding absorbed Net Turizm. Borsa states: ""Net Turizm'in BIST 100 Endeksi'nden cikarilmasi nedeniyle, Hurriyet Gzt. 20.10.2017 tarihinden itibaren BIST 100 ... endekslerine alinacak"". The replacement is NAMED, so no reserve-order inference was needed. Independently, HURGZ is reserve 1 of 5 in the 2017Q4 review reserve list (HURGZ, SNGYO, BRSAN, KATMR, EGSER) recorded in docs/evidence/bist_membership_event_sources.csv - consistent, but the consistency is an observation, not a rule."
KT-024,KAP / Borsa Istanbul A.S.,636019,Endeks Sirketlerinde Degisiklik,HURRIYET GZT.,HURGZ,2017,2017-01-01,2017-12-31,2017-10-19,18:05:38,20/10/2017,MERGER_SUCCESSION,Kasim 2015,NOT CITED BY THE SOURCE - merger/transfer article,MERGER_SUCCESSION,ADDED TO XU100,Day on which share-exchange distribution begins; the disclosure prints the date,2017-10-20,RESERVE CONSUMED AND NAMED BY THE SOURCE - HURGZ was reserve rank 1 for XU100 in the 2017Q4 review (node 11473),SUCCESSION_RULE_CONFIRMED for the removal; DISTINCT_SECURITY for the replacement,https://www.kap.org.tr/tr/Bildirim/636019,2026-08-24T11:20:00Z,kap_bildirim_636019_2017-10-19.json,6d87587b21453022c37fc179603b72a2a8c278d58efe7053437ec6f655759b37,40123,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_636019_2017-10-19.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Net Holding absorbed Net Turizm. Borsa states: ""Net Turizm'in BIST 100 Endeksi'nden cikarilmasi nedeniyle, Hurriyet Gzt. 20.10.2017 tarihinden itibaren BIST 100 ... endekslerine alinacak"". The replacement is NAMED, so no reserve-order inference was needed. Independently, HURGZ is reserve 1 of 5 in the 2017Q4 review reserve list (HURGZ, SNGYO, BRSAN, KATMR, EGSER) recorded in docs/evidence/bist_membership_event_sources.csv - consistent, but the consistency is an observation, not a rule."
