ticker,company_name,year,sector,indices,is_bist100,current_assets,current_ratio,ebitda,ebitda_growth_pct,ebitda_margin,enterprise_value,equity,ev_ebitda,financial_debt_ratio,gross_margin,gross_profit,gross_profit_growth_pct,leverage_ratio,long_term_liabilities,market_cap,net_debt,net_debt_to_ebitda,net_income,net_income_growth_pct,net_margin,non_current_assets,operating_income,operating_income_growth_pct,pb_ratio,pe_ratio,revenue,revenue_growth_pct,roa,roe,short_term_liabilities,total_assets,working_capital,next_year_return_pct,next_year_rank_by_return,next_year_return_percentile,next_year_top_10pct_returner,next_year_top_20pct_returner,next_year_bist100_return_pct,next_year_excess_return_vs_bist100,next_year_outperform_bist100,same_year_return_pct,target_year,has_target,is_inference_row,is_public_universe,is_training_universe,universe_source
DOAS,DOAS,2020,,"BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,66090470000.0,1.433344438113349,1575179000.0,-32.83493887197043,8.334215160643186,28328935680.0,67148466000.0,17.9846,23.57945157557572,12.48121428891066,2475098000.0,-19.32542887566231,47.75630373688362,16150209000.0,3144359680.0,25184576000.0,1.711236295100516,1037334000.0,-68.39225848416312,5.488496703835335,64278669000.0,1444467000.0,-45.88322780871864,0.0468,3.0312,18900148000.0,3.736515503942652,14.57516466600179,45.35882054315987,46109273000.0,130369139000.0,19981197000.0,72.51655629139074,11.0,75.0,False,False,24.23,48.28655629139074,True,200.3898635477583,2021,True,False,True,True,public_40
DSTKF,DSTKF,2020,,"BIST MALİ (XUMAL), BIST HALKA ARZ (XHARZ), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,98596299419.1579,1.605486929375312,3169731000.0,5.603630940958229,45.18637325629234,,12206297000.0,,0.0,45.18637325629234,108879000.0,5.603630940958229,74.83010164939655,66344431217.42105,,-7487016000.0,-2.362035137997514,66747000.0,78.40787958896517,53.68340110914163,175400085449.7105,10267860592.31579,-1.794588086708604,,,7014794000.0,42.99557933970183,4.657038199895343,44.82459892971745,77104957907.8421,48495615000.0,21491341511.31579,56.94799128792934,15.0,60.0,False,False,24.23,32.71799128792934,True,82.82446994315877,2021,True,False,True,True,public_40
ENKAI,ENKAI,2020,,"BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,275272393000.0,3.788457272327595,2736387000.0,47.64039657864126,23.5550065903372,-182561438200.0,373216949000.0,-66.7162,1.400828177627218,24.95204445068816,2898681000.0,46.56788617505266,23.02375482189342,40860038000.0,30709072800.0,-213270511000.0,-6.283078508420121,4505060000.0,46.54527550245396,38.77986483266604,217787292000.0,2078985000.0,49.57237112784911,0.0823,6.8166,11617008000.0,55.66433152590219,7.259923841270751,9.168937551248945,72660815000.0,493059685000.0,202611578000.0,111.660777385159,8.0,82.5,False,True,24.23,87.43077738515899,True,31.76470588235293,2021,True,False,True,True,public_40
EREGL,EREGL,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,257051476000.0,2.030442529268359,7098673000.0,41.00850850002011,22.15010788963028,51010147500.0,295496351000.0,7.1859,26.98363686716349,18.48662206340365,5924598000.0,26.42180562329629,47.1433832273448,145298849000.0,19538872500.0,31471275000.0,1.421219019628917,3309093000.0,-9.975163524387357,10.32541814037924,319694560000.0,5573200000.0,27.92386642366773,0.0661,5.9046,32048029000.0,11.46748113494189,5.705931684691317,8.3123351662409,126598745000.0,576746036000.0,130452731000.0,116.2790697674419,7.0,85.0,False,True,24.23,92.04906976744188,True,67.85714285714286,2021,True,False,True,True,public_40
FROTO,FROTO,2020,,"BIST TEMETTÜ (XTMTU), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,223456658000.0,1.237140354858528,5722236000.0,-0.1511537551296903,11.5714321333668,102359644987.84,156020689000.0,17.8881,36.19666292094078,12.51031947382205,6186529000.0,-2.92294296792062,65.38876319946884,114136231000.0,3166128987.84,99193516000.0,1.903720927590312,4194913000.0,-33.1892995026332,8.482899182221448,227323792000.0,4805661000.0,12.29578595606876,0.0203,0.7548,49451407000.0,6.680383640373072,17.22814966369092,59.55382400266216,180623530000.0,450780450000.0,42833128000.0,99.0394877267876,9.0,80.0,False,True,24.23,74.8094877267876,True,93.01848049281315,2021,True,False,True,True,public_40
GUBRF,GUBRF,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SINAİ (XUSIN), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,39694704626.0,1.475274602025875,599103316.0,89.41980288970892,11.06640485213612,28368323915.0,29796931094.0,47.3513,14.98325300864524,23.76723105478355,1286689501.0,77.1064392126098,44.202511570063,1586839964.0,28774100668.0,-405776753.0,-0.0366960281885557,262056082.0,36.37131488871179,4.840598641214299,24766553049.0,472763948.0,133.6691821284864,0.9657,109.8013,5413712258.0,31.15151354937974,5.069858816933319,24.25873268141876,26906654918.0,64461257675.0,12788049708.0,-0.7746933505487448,33.0,20.0,False,False,24.23,-25.004693350548745,False,839.410480349345,2021,True,False,True,True,public_40
HEKTS,HEKTS,2020,,"BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",True,6182316144.0,0.529056677213061,262177234.0,10.33073241836171,25.86290684468281,9020783412.0,13955964667.0,34.4072,35.77778203643693,34.65591138114944,351313603.0,7.193859483812521,49.96620939080297,2170037377.0,889907360.0,8130876052.0,2.791092340904628,188330967.0,36.37131488871179,18.57821970724595,21547590841.0,239067029.0,-1.794588086708604,0.0638,4.7252,1013719129.0,-3.810143133367588,9.260697096616576,27.01903032367232,11685546011.0,27729906985.0,-5503229867.0,169.5652173913044,3.0,95.0,True,True,24.23,145.3352173913044,True,134.4827586206897,2021,True,False,True,True,public_40
KONTR,KONTR,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,17825476318.0,0.9648147645345296,33401939.0,-76.52379336892136,16.60618818636936,14489430804.0,5841442148.0,433.7901,39.41788384120797,23.65105398080967,47572089.0,-32.02076101617211,80.42298659547971,11542815260.0,258329600.0,14231101204.0,40.60601758753926,23978951.0,36.37131488871179,11.92143284908489,19500118225.0,31646415.0,-19.74615179899992,0.0442,10.7732,201141518.0,30.26187109031774,7.491704339694907,17.92263479578839,18475542636.0,37325594543.0,-650066318.0,155.8441558441559,4.0,92.5,True,True,24.23,131.6141558441559,True,82.82446994315877,2021,True,False,True,True,public_40
KRDMD,KRDMD,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SINAİ (XUSIN), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,36570658485.0,1.421263182175259,6833798117.0,24.68840194551919,10.24266066016348,11874225667.0,84652617584.0,1.7376,6.858882213245589,7.772462788765722,5185707438.0,29.77258990220634,33.36784730935516,16660987790.0,6105772740.0,5768452927.0,0.8441064292856693,-1679514697.0,36.37131488871179,-2.517296943896286,90474046455.0,1223249120.0,-1.794588086708604,0.0721,,66718974139.0,-9.783235373406711,-1.433425974012343,-2.210207121736284,25731095369.0,127044704940.0,10839563116.0,56.88073394495413,20.0,52.5,False,False,24.23,32.650733944954126,True,111.0236220472441,2021,True,False,True,True,public_40
KUYAS,KUYAS,2020,,"BIST KATILIM TUM (XKTUM), BIST GERİ ALIM (XUGRA), BIST KATILIM 100 (XK100), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",True,3430358473.0,1.024097507273771,-2767628.0,-84.57395728320287,-41.50746334914268,720348337.0,1433769960.0,,52.02470310122926,55.58107461189504,3706026.0,-66.80823364251552,71.5307211596518,254450664.0,57250000.0,663098337.0,6.230971276860584,9877822.0,36.37131488871179,148.1425013167793,1608163567.0,-2843187.0,-1.794588086708604,0.0399,5.7958,6667784.0,-18.9303538799043,3.534152521572744,5.750976584713851,3349640487.0,5038522040.0,80717986.0,116.9491525423729,6.0,87.5,False,True,24.23,92.7191525423729,True,107.1428571428571,2021,True,False,True,True,public_40
MAVI,MAVI,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM TEMETTU (XKTMT), BIST GERİ ALIM (XUGRA), BIST TEMETTÜ (XTMTU), BIST KATILIM 100 (XK100), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",True,17960054000.0,1.634224377240455,402307000.0,-3.504101612681764,16.75017320285385,-3920178322.267,13887148000.0,-9.7442,16.53607965288347,48.30127970262402,1160104000.0,-3.834810812143546,48.36575576533898,2059788000.0,137066677.733,-4057245000.0,-0.4589145296438396,4583000.0,-35.55564234828147,0.1908145863449535,9021317000.0,90642000.0,-10.7415742987154,0.0099,29.9076,2401808000.0,-5.160630603014495,0.1692549164435417,0.898994099554328,10989956000.0,26981371000.0,6970098000.0,32.53424657534248,26.0,37.5,False,False,24.23,8.304246575342479,True,-9.177215189873422,2021,True,False,True,True,public_40
MGROS,MGROS,2020,,"BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,76260429000.0,0.7922389875504489,1877036000.0,32.13690929020486,6.618916891540411,11150830743.327,79034025000.0,5.9407,15.17379160767878,25.69926422854451,7398867000.0,13.02017943116364,61.870667172833,33411199000.0,7259563743.327,3891267000.0,0.142432880228243,-402984000.0,-22.06601997344972,-1.399726781935097,133322850000.0,1033952000.0,-1.794588086708604,0.0919,,28790190000.0,7.339362780741634,-2.620512770824979,8.396291868531357,96259374000.0,209583279000.0,-19998945000.0,-15.29912508867343,37.0,10.0,False,False,24.23,-39.52912508867343,False,73.39055793991415,2021,True,False,True,True,public_40
MIATK,MIATK,2020,,"BIST 50 (XU050), BIST 100 (XU100), BIST TÜM (XUTUM), BIST GERİ ALIM (XUGRA)",True,2804219729.0,1.847614586640199,1184849544.0,-46.32359136365828,42.97546669794295,,5462068845.0,,15.20021039427611,33.89222851654659,934421301.0,-53.81436821230893,23.79852632834255,189212159.0,,394616647.0,0.3330521153494236,-729884911.0,36.37131488871179,-26.47352555845821,4368340418.0,691765143.0,-66.18290504276872,,,2757037061.0,-18.4632630319098,-9.503758464989737,-12.51327753441295,1517751456.0,7172560147.0,1286468273.0,56.94799128792934,15.0,60.0,False,False,24.23,32.71799128792934,True,82.82446994315877,2021,True,False,True,True,public_40
OYAKC,OYAKC,2020,,"BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,32616470000.0,2.245142546875693,549692817.0,-12.17881435726,18.74654989871886,-7907436986.0495,62952207000.0,-14.3852,5.204040211322213,19.71823003924334,578184758.0,-8.771722919867184,21.60107654947487,2817506000.0,2686814013.9505,-10594251000.0,-0.7232428666281365,358453306.0,-6.595613526716291,12.22457812704098,47680815000.0,385089907.0,-20.4234249453016,0.0427,7.4956,2932234571.0,-2.843358548763253,9.022853760279206,15.70681667431409,14527572000.0,80297285000.0,18088898000.0,-13.00448430493275,35.0,15.0,False,False,24.23,-37.23448430493275,False,50.34965034965035,2021,True,False,True,True,public_40
PASEU,PASEU,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST 100 (XU100), BIST 50 (XU050), BIST TÜM (XUTUM)",True,2441036711.0,1.762515713844014,90027954.0,-69.3315128585281,3.67084771248232,,3509231734.0,,13.60982571684231,12.39932151276219,304094758.0,-26.96451676198998,35.89757875605284,576638214.0,,687961900.0,7.64164761536178,1099516599.0,307.216862353112,44.83227500955415,3023429980.0,139948218.0,-57.38126719034544,,,2452511274.0,25.73359184553655,23.5173588407094,37.42388743971068,1384973020.0,5464466691.0,1056063691.0,56.94799128792934,15.0,60.0,False,False,24.23,32.71799128792934,True,82.82446994315877,2021,True,False,True,True,public_40
PETKM,PETKM,2020,,"BIST KATILIM TUM (XKTUM), BIST KATILIM 100 (XK100), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,30835350000.0,0.5605728391280381,1902189000.0,10.33073241836171,15.67642233327037,59199779000.0,63962607000.0,31.1219,33.97639466005374,15.51655025071542,1882790000.0,7.193859483812521,57.73354863939424,32362396000.0,12672000000.0,46527779000.0,2.791092340904628,1087675000.0,36.37131488871179,8.963805731890915,120496510000.0,1478433000.0,-1.794588086708604,0.1981,11.6505,12134076000.0,-12.05477756044882,5.442881978422232,14.32540691768293,55006857000.0,151331860000.0,-24171507000.0,56.62650602409639,21.0,50.0,False,False,24.23,32.3965060240964,True,52.76073619631904,2021,True,False,True,True,public_40
PGSUS,PGSUS,2020,,"BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,90234819051.0,1.025165209759327,822480003.0,16.78114508964414,17.12230134694465,162922642684.7148,116853871107.0,198.0871,56.85101508601036,-26.20353758140253,-1258702626.0,5.054118977448702,71.51074411297557,205294556815.0,1564551872.7148,161358090812.0,4.349742212839163,-1965097057.0,3.498425767369621,-40.90918181988683,319933391626.0,-1360923789.0,-43.73327841778256,0.0134,,4803559909.0,37.83230006279612,-6.75972335118565,-36.48244880115997,88019782755.0,410168210677.0,2215036296.0,16.33199464524766,29.0,30.0,False,False,24.23,-7.898005354752339,False,-13.29545454545456,2021,True,False,True,True,public_40
SASA,SASA,2020,,"BIST GERİ ALIM (XUGRA), BIST SINAİ (XUSIN), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,29764003000.0,0.440977983105229,1166155000.0,-36.1765306482191,23.13364470333755,121997234890.0,154302052000.0,104.6149,38.28726296937282,21.59131576044823,1088407000.0,-68.43844594308584,51.86680882749239,98775585000.0,334060890.0,121663174000.0,18.61610540302832,312188000.0,36.37131488871179,6.193041467596968,290809074000.0,1023319000.0,-86.00212771280404,0.0022,1.0701,5040948000.0,-16.46670886468292,2.893256331326728,10.81601330399986,67495440000.0,320573077000.0,-37731437000.0,242.8571428571428,1.0,100.0,True,True,24.23,218.6271428571428,True,156.25,2021,True,False,True,True,public_40
SISE,SISE,2020,,"BIST MALİ (XUMAL), BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,141493818000.0,1.259895435151324,4997154000.0,32.94615882172624,23.41608887361915,141066048083.2704,242571375000.0,28.2293,31.94177622544928,31.21456826645592,6661403000.0,12.68328123076104,46.88462560953898,125367407000.0,20292822083.2704,120773226000.0,6.413439282623113,2138037000.0,50.25230579952713,10.01859546595644,365438689000.0,3346312000.0,-1.794588086708604,0.0837,9.4913,21340686000.0,-7.572163029310458,4.834121506096269,9.63322947077404,112306001000.0,506932507000.0,29187817000.0,85.31157270029672,10.0,77.5,False,False,24.23,61.08157270029672,True,41.43763213530656,2021,True,False,True,True,public_40
TAVHL,TAVHL,2020,,"BIST MALİ (XUMAL), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST KURUMSAL YÖNETİM (XKURY), BIST TÜM (XUTUM)",True,38208657000.0,0.7831278730643036,274030000.0,15.45370882081574,11.34479943431252,95625924250.0,77122493000.0,348.9615,41.69603208434764,15.49207027375233,374206000.0,18.10960866378882,68.3978096745024,119625419000.0,7745156250.0,87880768000.0,3.404189463877771,-2283284000.0,36.37131488871179,-94.5276029324338,208020317000.0,-501308000.0,-13.74530205691223,0.1004,,2415468000.0,27.5773157445726,-7.129868754287381,-27.46833263899106,48789806000.0,246228974000.0,-10581149000.0,54.82954545454547,22.0,47.5,False,False,24.23,30.599545454545467,True,-21.80616740088105,2021,True,False,True,True,public_40
TCELL,TCELL,2020,,"BIST GERİ ALIM (XUGRA), BIST TEMETTÜ (XTMTU), BIST SÜRDÜRÜLEBİLİRLİK (XUSRD), BIST 100 (XU100), BIST 30 (XU030), BIST 50 (XU050), BIST TÜM (XUTUM)",True,156628647000.0,1.702662888620426,14140618000.0,13.34124300256748,50.01500561441651,44012233000.0,259333069000.0,3.1125,31.69351508073854,31.01105725438603,8767679000.0,26.95675700175241,48.19273991282052,149249359000.0,29123930000.0,14888303000.0,0.1419735100634885,4237086000.0,-42.82623661516906,14.98646523643914,343944185000.0,8188484000.0,58.38199528363608,0.1123,6.8736,28272751000.0,10.68517959041351,8.227608189638074,20.38553523356793,91990404000.0,500572832000.0,64638243000.0,21.39673105497771,27.0,35.0,False,False,24.23,-2.83326894502229,False,17.21384205856258,2021,True,False,True,True,public_40
